"_id","company","payslipIds","approved","totalSalary","totalEligible","totalAdditions","totalDeductions","totalPayable","companyName"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca6","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca7","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca8","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134ca9","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134caa","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cab","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cac","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cad","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cae","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134caf","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb0","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb1","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb2","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb3","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb4","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb5","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb6","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb7","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb8","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cb9","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cba","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cbb","true","234730","0","0","0","0","United Development Company"
"5adb13e9710e640001134c92","UDC","5adb13ea710e640001134cbc","true","234730","0","0","0","0","United Development Company"
